Id,text
722,"”“Hadn’t time,” said the Gryphon: “I went to the Classics master,though"
723," He was an old crab, _he_ was"
724,"”“I never went to him,” the Mock Turtle said with a sigh: “he taughtLaughing and Grief, they used to say"
725,"”“So he did, so he did,” said the Gryphon, sighing in his turn; and bothcreatures hid their faces in their paws"
726,"“And how many hours a day did you do lessons?” said Alice, in a hurryto change the subject"
727,"“Ten hours the first day,” said the Mock Turtle: “nine the next, and soon"
728,”“What a curious plan!” exclaimed Alice
729,"“That’s the reason they’re called lessons,” the Gryphon remarked:“because they lessen from day to day"
730,"”This was quite a new idea to Alice, and she thought it over a littlebefore she made her next remark"
731," “Then the eleventh day must have beena holiday?”“Of course it was,” said the Mock Turtle"
732,“And how did you manage on the twelfth?” Alice went on eagerly
733,"“That’s enough about lessons,” the Gryphon interrupted in a verydecided tone: “tell her something about the games now"
734,”CHAPTER X
735,"The Lobster QuadrilleThe Mock Turtle sighed deeply, and drew the back of one flapper acrosshis eyes"
736," He looked at Alice, and tried to speak, but for a minute ortwo sobs choked his voice"
737," “Same as if he had a bone in his throat,”said the Gryphon: and it set to work shaking him and punching him inthe back"
738," At last the Mock Turtle recovered his voice, and, with tearsrunning down his cheeks, he went on again:—“You may not have lived much under the sea—” (“I haven’t,” saidAlice)—“and perhaps you were never even introduced to a lobster—”(Alice began to say “I once tasted—” but checked herself hastily, andsaid “No, never”) “—so you can have no idea what a delightful thing aLobster Quadrille is!”“No, indeed,” said Alice"
739," “What sort of a dance is it?”“Why,” said the Gryphon, “you first form into a line along thesea-shore—”“Two lines!” cried the Mock Turtle"
740," “Seals, turtles, salmon, and so on;then, when you’ve cleared all the jelly-fish out of the way—”“_That_ generally takes some time,” interrupted the Gryphon"
741,“—you advance twice—”“Each with a lobster as a partner!” cried the Gryphon
742,"“Of course,” the Mock Turtle said: “advance twice, set to partners—”“—change lobsters, and retire in same order,” continued the Gryphon"
743,"“Then, you know,” the Mock Turtle went on, “you throw the—”“The lobsters!” shouted the Gryphon, with a bound into the air"
744,“—as far out to sea as you can—”“Swim after them!” screamed the Gryphon
745,"“Turn a somersault in the sea!” cried the Mock Turtle, capering wildlyabout"
746,“Change lobsters again!” yelled the Gryphon at the top of its voice
747,"“Back to land again, and that’s all the first figure,” said the MockTurtle, suddenly dropping his voice; and the two creatures, who hadbeen jumping about like mad things all this time, sat down again verysadly and quietly, and looked at Alice"
748,"“It must be a very pretty dance,” said Alice timidly"
749,“Would you like to see a little of it?” said the Mock Turtle
750,"“Very much indeed,” said Alice"
751,"“Come, let’s try the first figure!” said the Mock Turtle to theGryphon"
752," “We can do without lobsters, you know"
753," Which shall sing?”“Oh, _you_ sing,” said the Gryphon"
754, “I’ve forgotten the words
755,"”So they began solemnly dancing round and round Alice, every now andthen treading on her toes when they passed too close, and waving theirforepaws to mark the time, while the Mock Turtle sang this, very slowlyand sadly:—“Will you walk a little faster?” said a whiting to a snail"
756,"“There’s a porpoise close behind us, and he’s treading on my tail"
757,"See how eagerly the lobsters and the turtles all advance!They are waiting on the shingle—will you come and join the dance?Will you, won’t you, will you, won’t you, will you join the dance?Will you, won’t you, will you, won’t you, won’t you join the dance?“You can really have no notion how delightful it will beWhen they take us up and throw us, with the lobsters, out to sea!”But the snail replied “Too far, too far!” and gave a look askance—Said he thanked the whiting kindly, but he would not join the dance"
758,"Would not, could not, would not, could not, would not join the dance"
759,"Would not, could not, would not, could not, could not join the dance"
760,“What matters it how far we go?” his scaly friend replied
761,"“There is another shore, you know, upon the other side"
762,"The further off from England the nearer is to France—Then turn not pale, beloved snail, but come and join the dance"
763,"Will you, won’t you, will you, won’t you, will you join the dance?Will you, won’t you, will you, won’t you, won’t you join the dance?”“Thank you, it’s a very interesting dance to watch,” said Alice,feeling very glad that it was over at last: “and I do so like thatcurious song about the whiting!”“Oh, as to the whiting,” said the Mock Turtle, “they—you’ve seen them,of course?”“Yes,” said Alice, “I’ve often seen them at dinn—” she checked herselfhastily"
764,"“I don’t know where Dinn may be,” said the Mock Turtle, “but if you’veseen them so often, of course you know what they’re like"
765,"”“I believe so,” Alice replied thoughtfully"
766, “They have their tails intheir mouths—and they’re all over crumbs
767,"”“You’re wrong about the crumbs,” said the Mock Turtle: “crumbs wouldall wash off in the sea"
768, But they _have_ their tails in their mouths;and the reason is—” here the Mock Turtle yawned and shut hiseyes
769,"—“Tell her about the reason and all that,” he said to the Gryphon"
770,"“The reason is,” said the Gryphon, “that they _would_ go with thelobsters to the dance"
771, So they got thrown out to sea
772, So they had tofall a long way
773, So they got their tails fast in their mouths
774, So theycouldn’t get them out again
775, That’s all
776,"”“Thank you,” said Alice, “it’s very interesting"
777, I never knew so muchabout a whiting before
778,"”“I can tell you more than that, if you like,” said the Gryphon"
779," “Do youknow why it’s called a whiting?”“I never thought about it,” said Alice"
780," “Why?”“_It does the boots and shoes_,” the Gryphon replied very solemnly"
781,Alice was thoroughly puzzled
782, “Does the boots and shoes!” she repeatedin a wondering tone
783,"“Why, what are _your_ shoes done with?” said the Gryphon"
784," “I mean, whatmakes them so shiny?”Alice looked down at them, and considered a little before she gave heranswer"
785," “They’re done with blacking, I believe"
786,"”“Boots and shoes under the sea,” the Gryphon went on in a deep voice,“are done with a whiting"
787, Now you know
788,”“And what are they made of?” Alice asked in a tone of great curiosity
789,"“Soles and eels, of course,” the Gryphon replied rather impatiently:“any shrimp could have told you that"
790,"”“If I’d been the whiting,” said Alice, whose thoughts were stillrunning on the song, “I’d have said to the porpoise, ‘Keep back,please: we don’t want _you_ with us!’”“They were obliged to have him with them,” the Mock Turtle said: “nowise fish would go anywhere without a porpoise"
791,”“Wouldn’t it really?” said Alice in a tone of great surprise
792,"“Of course not,” said the Mock Turtle: “why, if a fish came to _me_,and told me he was going a journey, I should say ‘With what porpoise?’”“Don’t you mean ‘purpose’?” said Alice"
793,"“I mean what I say,” the Mock Turtle replied in an offended tone"
794," Andthe Gryphon added “Come, let’s hear some of _your_ adventures"
795,"”“I could tell you my adventures—beginning from this morning,” saidAlice a little timidly: “but it’s no use going back to yesterday,because I was a different person then"
796,"”“Explain all that,” said the Mock Turtle"
797,"“No, no! The adventures first,” said the Gryphon in an impatient tone:“explanations take such a dreadful time"
798,”So Alice began telling them her adventures from the time when she firstsaw the White Rabbit
799," She was a little nervous about it just at first,the two creatures got so close to her, one on each side, and openedtheir eyes and mouths so _very_ wide, but she gained courage as shewent on"
800," Her listeners were perfectly quiet till she got to the partabout her repeating “_You are old, Father William_,” to theCaterpillar, and the words all coming different, and then the MockTurtle drew a long breath, and said “That’s very curious"
801,"”“It’s all about as curious as it can be,” said the Gryphon"
802,“It all came different!” the Mock Turtle repeated thoughtfully
803, “Ishould like to hear her try and repeat something now
804, Tell her tobegin
805,” He looked at the Gryphon as if he thought it had some kind ofauthority over Alice
806,"“Stand up and repeat ‘’_Tis the voice of the sluggard_,’” said theGryphon"
807,"“How the creatures order one about, and make one repeat lessons!”thought Alice; “I might as well be at school at once"
808,"” However, she gotup, and began to repeat it, but her head was so full of the LobsterQuadrille, that she hardly knew what she was saying, and the words camevery queer indeed:—“’Tis the voice of the Lobster; I heard him declare,“You have baked me too brown, I must sugar my hair"
809,"”As a duck with its eyelids, so he with his noseTrims his belt and his buttons, and turns out his toes"
810,"”[later editions continued as followsWhen the sands are all dry, he is gay as a lark,And will talk in contemptuous tones of the Shark,But, when the tide rises and sharks are around,His voice has a timid and tremulous sound"
811,"]“That’s different from what _I_ used to say when I was a child,” saidthe Gryphon"
812,"“Well, I never heard it before,” said the Mock Turtle; “but it soundsuncommon nonsense"
813,"”Alice said nothing; she had sat down with her face in her hands,wondering if anything would _ever_ happen in a natural way again"
814,"“I should like to have it explained,” said the Mock Turtle"
815,"“She can’t explain it,” said the Gryphon hastily"
816, “Go on with the nextverse
817,”“But about his toes?” the Mock Turtle persisted
818," “How _could_ he turnthem out with his nose, you know?”“It’s the first position in dancing"
819,"” Alice said; but was dreadfullypuzzled by the whole thing, and longed to change the subject"
820,"“Go on with the next verse,” the Gryphon repeated impatiently: “itbegins ‘_I passed by his garden_"
821,"’”Alice did not dare to disobey, though she felt sure it would all comewrong, and she went on in a trembling voice:—“I passed by his garden, and marked, with one eye,How the Owl and the Panther were sharing a pie—”[later editions continued as followsThe Panther took pie-crust, and gravy, and meat,While the Owl had the dish as its share of the treat"
822,"When the pie was all finished, the Owl, as a boon,Was kindly permitted to pocket the spoon:While the Panther received knife and fork with a growl,And concluded the banquet—]“What _is_ the use of repeating all that stuff,” the Mock Turtleinterrupted, “if you don’t explain it as you go on? It’s by far themost confusing thing _I_ ever heard!”“Yes, I think you’d better leave off,” said the Gryphon: and Alice wasonly too glad to do so"
823,“Shall we try another figure of the Lobster Quadrille?” the Gryphonwent on
824," “Or would you like the Mock Turtle to sing you a song?”“Oh, a song, please, if the Mock Turtle would be so kind,” Alicereplied, so eagerly that the Gryphon said, in a rather offended tone,“Hm! No accounting for tastes! Sing her ‘_Turtle Soup_,’ will you, oldfellow?”The Mock Turtle sighed deeply, and began, in a voice sometimes chokedwith sobs, to sing this:—“Beautiful Soup, so rich and green,Waiting in a hot tureen!Who for such dainties would not stoop?Soup of the evening, beautiful Soup!Soup of the evening, beautiful Soup!    Beau—ootiful Soo—oop!    Beau—ootiful Soo—oop!Soo—oop of the e—e—evening,    Beautiful, beautiful Soup!“Beautiful Soup! Who cares for fish,Game, or any other dish?Who would not give all else for two pennyworth only of beautiful Soup?Pennyworth only of beautiful Soup?    Beau—ootiful Soo—oop!    Beau—ootiful Soo—oop!Soo—oop of the e—e—evening,    Beautiful, beauti—FUL SOUP!”“Chorus again!” cried the Gryphon, and the Mock Turtle had just begunto repeat it, when a cry of “The trial’s beginning!” was heard in thedistance"
825,"“Come on!” cried the Gryphon, and, taking Alice by the hand, it hurriedoff, without waiting for the end of the song"
826,"“What trial is it?” Alice panted as she ran; but the Gryphon onlyanswered “Come on!” and ran the faster, while more and more faintlycame, carried on the breeze that followed them, the melancholy words:—“Soo—oop of the e—e—evening,    Beautiful, beautiful Soup!”CHAPTER XI"
827,"Who Stole the Tarts?The King and Queen of Hearts were seated on their throne when theyarrived, with a great crowd assembled about them—all sorts of littlebirds and beasts, as well as the whole pack of cards: the Knave wasstanding before them, in chains, with a soldier on each side to guardhim; and near the King was the White Rabbit, with a trumpet in onehand, and a scroll of parchment in the other"
828," In the very middle of thecourt was a table, with a large dish of tarts upon it: they looked sogood, that it made Alice quite hungry to look at them—“I wish they’dget the trial done,” she thought, “and hand round the refreshments!”But there seemed to be no chance of this, so she began looking ateverything about her, to pass away the time"
829,"Alice had never been in a court of justice before, but she had readabout them in books, and she was quite pleased to find that she knewthe name of nearly everything there"
830," “That’s the judge,” she said toherself, “because of his great wig"
831,"”The judge, by the way, was the King; and as he wore his crown over thewig, (look at the frontispiece if you want to see how he did it,) hedid not look at all comfortable, and it was certainly not becoming"
832,"“And that’s the jury-box,” thought Alice, “and those twelve creatures,”(she was obliged to say “creatures,” you see, because some of them wereanimals, and some were birds,) “I suppose they are the jurors"
833,"” Shesaid this last word two or three times over to herself, being ratherproud of it: for she thought, and rightly too, that very few littlegirls of her age knew the meaning of it at all"
834," However, “jury-men”would have done just as well"
835,The twelve jurors were all writing very busily on slates
836, “What arethey doing?” Alice whispered to the Gryphon
837," “They can’t have anythingto put down yet, before the trial’s begun"
838,"”“They’re putting down their names,” the Gryphon whispered in reply,“for fear they should forget them before the end of the trial"
839,"”“Stupid things!” Alice began in a loud, indignant voice, but shestopped hastily, for the White Rabbit cried out, “Silence in thecourt!” and the King put on his spectacles and looked anxiously round,to make out who was talking"
840,"Alice could see, as well as if she were looking over their shoulders,that all the jurors were writing down “stupid things!” on their slates,and she could even make out that one of them didn’t know how to spell“stupid,” and that he had to ask his neighbour to tell him"
841, “A nicemuddle their slates’ll be in before the trial’s over!” thought Alice
842,One of the jurors had a pencil that squeaked
843," This of course, Alicecould _not_ stand, and she went round the court and got behind him, andvery soon found an opportunity of taking it away"
844," She did it so quicklythat the poor little juror (it was Bill, the Lizard) could not make outat all what had become of it; so, after hunting all about for it, hewas obliged to write with one finger for the rest of the day; and thiswas of very little use, as it left no mark on the slate"
845,"“Herald, read the accusation!” said the King"
846,"On this the White Rabbit blew three blasts on the trumpet, and thenunrolled the parchment scroll, and read as follows:—“The Queen of Hearts, she made some tarts,    All on a summer day:The Knave of Hearts, he stole those tarts,    And took them quite away!”“Consider your verdict,” the King said to the jury"
847,"“Not yet, not yet!” the Rabbit hastily interrupted"
848," “There’s a greatdeal to come before that!”“Call the first witness,” said the King; and the White Rabbit blewthree blasts on the trumpet, and called out, “First witness!”The first witness was the Hatter"
849, He came in with a teacup in one handand a piece of bread-and-butter in the other
850," “I beg pardon, yourMajesty,” he began, “for bringing these in: but I hadn’t quite finishedmy tea when I was sent for"
851,"”“You ought to have finished,” said the King"
852," “When did you begin?”The Hatter looked at the March Hare, who had followed him into thecourt, arm-in-arm with the Dormouse"
853," “Fourteenth of March, I _think_ itwas,” he said"
854,"“Fifteenth,” said the March Hare"
855,"“Sixteenth,” added the Dormouse"
856,"“Write that down,” the King said to the jury, and the jury eagerlywrote down all three dates on their slates, and then added them up, andreduced the answer to shillings and pence"
857,"“Take off your hat,” the King said to the Hatter"
858,"“It isn’t mine,” said the Hatter"
859,"“_Stolen!_” the King exclaimed, turning to the jury, who instantly madea memorandum of the fact"
860,"“I keep them to sell,” the Hatter added as an explanation; “I’ve noneof my own"
861, I’m a hatter
862,"”Here the Queen put on her spectacles, and began staring at the Hatter,who turned pale and fidgeted"
863,"“Give your evidence,” said the King; “and don’t be nervous, or I’llhave you executed on the spot"
864,"”This did not seem to encourage the witness at all: he kept shiftingfrom one foot to the other, looking uneasily at the Queen, and in hisconfusion he bit a large piece out of his teacup instead of thebread-and-butter"
865,"Just at this moment Alice felt a very curious sensation, which puzzledher a good deal until she made out what it was: she was beginning togrow larger again, and she thought at first she would get up and leavethe court; but on second thoughts she decided to remain where she wasas long as there was room for her"
866,“I wish you wouldn’t squeeze so
867,"” said the Dormouse, who was sittingnext to her"
868, “I can hardly breathe
869,"”“I can’t help it,” said Alice very meekly: “I’m growing"
870,"”“You’ve no right to grow _here_,” said the Dormouse"
871,"“Don’t talk nonsense,” said Alice more boldly: “you know you’re growingtoo"
872,"”“Yes, but _I_ grow at a reasonable pace,” said the Dormouse: “not inthat ridiculous fashion"
873,” And he got up very sulkily and crossed overto the other side of the court
874,"All this time the Queen had never left off staring at the Hatter, and,just as the Dormouse crossed the court, she said to one of the officersof the court, “Bring me the list of the singers in the last concert!”on which the wretched Hatter trembled so, that he shook both his shoesoff"
875,"“Give your evidence,” the King repeated angrily, “or I’ll have youexecuted, whether you’re nervous or not"
876,"”“I’m a poor man, your Majesty,” the Hatter began, in a trembling voice,“—and I hadn’t begun my tea—not above a week or so—and what with thebread-and-butter getting so thin—and the twinkling of the tea—”“The twinkling of the _what?_” said the King"
877,"“It _began_ with the tea,” the Hatter replied"
878,“Of course twinkling begins with a T!” said the King sharply
879," “Do youtake me for a dunce? Go on!”“I’m a poor man,” the Hatter went on, “and most things twinkled afterthat—only the March Hare said—”“I didn’t!” the March Hare interrupted in a great hurry"
880,“You did!” said the Hatter
881,“I deny it!” said the March Hare
882,"“He denies it,” said the King: “leave out that part"
883,"”“Well, at any rate, the Dormouse said—” the Hatter went on, lookinganxiously round to see if he would deny it too: but the Dormouse deniednothing, being fast asleep"
884,"“After that,” continued the Hatter, “I cut some more bread-and-butter—”“But what did the Dormouse say?” one of the jury asked"
885,"“That I can’t remember,” said the Hatter"
886,"“You _must_ remember,” remarked the King, “or I’ll have you executed"
887,"”The miserable Hatter dropped his teacup and bread-and-butter, and wentdown on one knee"
888," “I’m a poor man, your Majesty,” he began"
889,"“You’re a _very_ poor _speaker_,” said the King"
890,"Here one of the guinea-pigs cheered, and was immediately suppressed bythe officers of the court"
891," (As that is rather a hard word, I will justexplain to you how it was done"
892," They had a large canvas bag, which tiedup at the mouth with strings: into this they slipped the guinea-pig,head first, and then sat upon it"
893,")“I’m glad I’ve seen that done,” thought Alice"
894," “I’ve so often read inthe newspapers, at the end of trials, “There was some attempts atapplause, which was immediately suppressed by the officers of thecourt,” and I never understood what it meant till now"
895,"”“If that’s all you know about it, you may stand down,” continued theKing"
896,"“I can’t go no lower,” said the Hatter: “I’m on the floor, as it is"
897,"”“Then you may _sit_ down,” the King replied"
898,"Here the other guinea-pig cheered, and was suppressed"
899,"“Come, that finished the guinea-pigs!” thought Alice"
900, “Now we shall geton better
901,"”“I’d rather finish my tea,” said the Hatter, with an anxious look atthe Queen, who was reading the list of singers"
902,"“You may go,” said the King, and the Hatter hurriedly left the court,without even waiting to put his shoes on"
903,"“—and just take his head off outside,” the Queen added to one of theofficers: but the Hatter was out of sight before the officer could getto the door"
904,“Call the next witness!” said the King
905,The next witness was the Duchess’s cook
906," She carried the pepper-box inher hand, and Alice guessed who it was, even before she got into thecourt, by the way the people near the door began sneezing all at once"
907,"“Give your evidence,” said the King"
908,"“Shan’t,” said the cook"
909,"The King looked anxiously at the White Rabbit, who said in a low voice,“Your Majesty must cross-examine _this_ witness"
910,"”“Well, if I must, I must,” the King said, with a melancholy air, and,after folding his arms and frowning at the cook till his eyes werenearly out of sight, he said in a deep voice, “What are tarts made of?”“Pepper, mostly,” said the cook"
911,"“Treacle,” said a sleepy voice behind her"
912,"“Collar that Dormouse,” the Queen shrieked out"
913," “Behead that Dormouse!Turn that Dormouse out of court! Suppress him! Pinch him! Off with hiswhiskers!”For some minutes the whole court was in confusion, getting the Dormouseturned out, and, by the time they had settled down again, the cook haddisappeared"
914,"“Never mind!” said the King, with an air of great relief"
915, “Call thenext witness
916,"” And he added in an undertone to the Queen, “Really, mydear, _you_ must cross-examine the next witness"
917," It quite makes myforehead ache!”Alice watched the White Rabbit as he fumbled over the list, feelingvery curious to see what the next witness would be like, “—for theyhaven’t got much evidence _yet_,” she said to herself"
918," Imagine hersurprise, when the White Rabbit read out, at the top of his shrilllittle voice, the name “Alice!”CHAPTER XII"
919,"Alice’s Evidence“Here!” cried Alice, quite forgetting in the flurry of the moment howlarge she had grown in the last few minutes, and she jumped up in sucha hurry that she tipped over the jury-box with the edge of her skirt,upsetting all the jurymen on to the heads of the crowd below, and therethey lay sprawling about, reminding her very much of a globe ofgoldfish she had accidentally upset the week before"
920,"“Oh, I _beg_ your pardon!” she exclaimed in a tone of great dismay, andbegan picking them up again as quickly as she could, for the accidentof the goldfish kept running in her head, and she had a vague sort ofidea that they must be collected at once and put back into thejury-box, or they would die"
921,"“The trial cannot proceed,” said the King in a very grave voice, “untilall the jurymen are back in their proper places—_all_,” he repeatedwith great emphasis, looking hard at Alice as he said so"
922,"Alice looked at the jury-box, and saw that, in her haste, she had putthe Lizard in head downwards, and the poor little thing was waving itstail about in a melancholy way, being quite unable to move"
923," She soongot it out again, and put it right; “not that it signifies much,” shesaid to herself; “I should think it would be _quite_ as much use in thetrial one way up as the other"
924,"”As soon as the jury had a little recovered from the shock of beingupset, and their slates and pencils had been found and handed back tothem, they set to work very diligently to write out a history of theaccident, all except the Lizard, who seemed too much overcome to doanything but sit with its mouth open, gazing up into the roof of thecourt"
925,“What do you know about this business?” the King said to Alice
926,"“Nothing,” said Alice"
927,“Nothing _whatever?_” persisted the King
928,"“Nothing whatever,” said Alice"
929,"“That’s very important,” the King said, turning to the jury"
930," They werejust beginning to write this down on their slates, when the WhiteRabbit interrupted: “_Un_important, your Majesty means, of course,” hesaid in a very respectful tone, but frowning and making faces at him ashe spoke"
931,"“_Un_important, of course, I meant,” the King hastily said, and went onto himself in an undertone,“important—unimportant—unimportant—important—” as if he were tryingwhich word sounded best"
932,"Some of the jury wrote it down “important,” and some “unimportant"
933,"”Alice could see this, as she was near enough to look over their slates;“but it doesn’t matter a bit,” she thought to herself"
934,"At this moment the King, who had been for some time busily writing inhis note-book, cackled out “Silence!” and read out from his book, “RuleForty-two"
935, _All persons more than a mile high to leave the court_
936,”Everybody looked at Alice
937,"“_I’m_ not a mile high,” said Alice"
938,"“You are,” said the King"
939,"“Nearly two miles high,” added the Queen"
940,"“Well, I shan’t go, at any rate,” said Alice: “besides, that’s not aregular rule: you invented it just now"
941,"”“It’s the oldest rule in the book,” said the King"
942,"“Then it ought to be Number One,” said Alice"
943,"The King turned pale, and shut his note-book hastily"
944," “Consider yourverdict,” he said to the jury, in a low, trembling voice"
945,"“There’s more evidence to come yet, please your Majesty,” said theWhite Rabbit, jumping up in a great hurry; “this paper has just beenpicked up"
946,”“What’s in it?” said the Queen
947,"“I haven’t opened it yet,” said the White Rabbit, “but it seems to be aletter, written by the prisoner to—to somebody"
948,"”“It must have been that,” said the King, “unless it was written tonobody, which isn’t usual, you know"
949,”“Who is it directed to?” said one of the jurymen
950,"“It isn’t directed at all,” said the White Rabbit; “in fact, there’snothing written on the _outside_"
951,"” He unfolded the paper as he spoke,and added “It isn’t a letter, after all: it’s a set of verses"
952,”“Are they in the prisoner’s handwriting?” asked another of the jurymen
953,"“No, they’re not,” said the White Rabbit, “and that’s the queerestthing about it"
954,” (The jury all looked puzzled
955,")“He must have imitated somebody else’s hand,” said the King"
956, (The juryall brightened up again
957,")“Please your Majesty,” said the Knave, “I didn’t write it, and theycan’t prove I did: there’s no name signed at the end"
958,"”“If you didn’t sign it,” said the King, “that only makes the matterworse"
959," You _must_ have meant some mischief, or else you’d have signedyour name like an honest man"
960,”There was a general clapping of hands at this: it was the first reallyclever thing the King had said that day
961,"“That _proves_ his guilt,” said the Queen"
962,“It proves nothing of the sort!” said Alice
963," “Why, you don’t even knowwhat they’re about!”“Read them,” said the King"
964,The White Rabbit put on his spectacles
965," “Where shall I begin, pleaseyour Majesty?” he asked"
966,"“Begin at the beginning,” the King said gravely, “and go on till youcome to the end: then stop"
967,"”These were the verses the White Rabbit read:—“They told me you had been to her,    And mentioned me to him:She gave me a good character,    But said I could not swim"
968,"He sent them word I had not gone    (We know it to be true):If she should push the matter on,    What would become of you?I gave her one, they gave him two,    You gave us three or more;They all returned from him to you,    Though they were mine before"
969,"If I or she should chance to be    Involved in this affair,He trusts to you to set them free,    Exactly as we were"
970,"My notion was that you had been    (Before she had this fit)An obstacle that came between    Him, and ourselves, and it"
971,"Don’t let him know she liked them best,    For this must ever beA secret, kept from all the rest,    Between yourself and me"
972,"”“That’s the most important piece of evidence we’ve heard yet,” said theKing, rubbing his hands; “so now let the jury—”“If any one of them can explain it,” said Alice, (she had grown solarge in the last few minutes that she wasn’t a bit afraid ofinterrupting him,) “I’ll give him sixpence"
973, _I_ don’t believe there’san atom of meaning in it
974,"”The jury all wrote down on their slates, “_She_ doesn’t believe there’san atom of meaning in it,” but none of them attempted to explain thepaper"
975,"“If there’s no meaning in it,” said the King, “that saves a world oftrouble, you know, as we needn’t try to find any"
976," And yet I don’tknow,” he went on, spreading out the verses on his knee, and looking atthem with one eye; “I seem to see some meaning in them, after all"
977,"“—_said I could not swim_—” you can’t swim, can you?” he added, turningto the Knave"
978,The Knave shook his head sadly
979, “Do I look like it?” he said
980," (Which hecertainly did _not_, being made entirely of cardboard"
981,")“All right, so far,” said the King, and he went on muttering over theverses to himself: “‘_We know it to be true_—’ that’s the jury, ofcourse—‘_I gave her one, they gave him two_—’ why, that must be what hedid with the tarts, you know—”“But, it goes on ‘_they all returned from him to you_,’” said Alice"
982,"“Why, there they are!” said the King triumphantly, pointing to thetarts on the table"
983, “Nothing can be clearer than _that_
984," Thenagain—‘_before she had this fit_—’ you never had fits, my dear, Ithink?” he said to the Queen"
985,"“Never!” said the Queen furiously, throwing an inkstand at the Lizardas she spoke"
986," (The unfortunate little Bill had left off writing on hisslate with one finger, as he found it made no mark; but he now hastilybegan again, using the ink, that was trickling down his face, as longas it lasted"
987,")“Then the words don’t _fit_ you,” said the King, looking round thecourt with a smile"
988, There was a dead silence
989,"“It’s a pun!” the King added in an offended tone, and everybodylaughed, “Let the jury consider their verdict,” the King said, forabout the twentieth time that day"
990,"“No, no!” said the Queen"
991, “Sentence first—verdict afterwards
992,”“Stuff and nonsense!” said Alice loudly
993," “The idea of having thesentence first!”“Hold your tongue!” said the Queen, turning purple"
994,“I won’t!” said Alice
995,“Off with her head!” the Queen shouted at the top of her voice
996, Nobodymoved
997,"“Who cares for you?” said Alice, (she had grown to her full size bythis time"
998,") “You’re nothing but a pack of cards!”At this the whole pack rose up into the air, and came flying down uponher: she gave a little scream, half of fright and half of anger, andtried to beat them off, and found herself lying on the bank, with herhead in the lap of her sister, who was gently brushing away some deadleaves that had fluttered down from the trees upon her face"
999,"“Wake up, Alice dear!” said her sister; “Why, what a long sleep you’vehad!”“Oh, I’ve had such a curious dream!” said Alice, and she told hersister, as well as she could remember them, all these strangeAdventures of hers that you have just been reading about; and when shehad finished, her sister kissed her, and said, “It _was_ a curiousdream, dear, certainly: but now run in to your tea; it’s getting late"
1000,"”So Alice got up and ran off, thinking while she ran, as well she might,what a wonderful dream it had been"
1001,"But her sister sat still just as she left her, leaning her head on herhand, watching the setting sun, and thinking of little Alice and allher wonderful Adventures, till she too began dreaming after a fashion,and this was her dream:—First, she dreamed of little Alice herself, and once again the tinyhands were clasped upon her knee, and the bright eager eyes werelooking up into hers—she could hear the very tones of her voice, andsee that queer little toss of her head to keep back the wandering hairthat _would_ always get into her eyes—and still as she listened, orseemed to listen, the whole place around her became alive with thestrange creatures of her little sister’s dream"
1002,"The long grass rustled at her feet as the White Rabbit hurried by—thefrightened Mouse splashed his way through the neighbouring pool—shecould hear the rattle of the teacups as the March Hare and his friendsshared their never-ending meal, and the shrill voice of the Queenordering off her unfortunate guests to execution—once more the pig-babywas sneezing on the Duchess’s knee, while plates and dishes crashedaround it—once more the shriek of the Gryphon, the squeaking of theLizard’s slate-pencil, and the choking of the suppressed guinea-pigs,filled the air, mixed up with the distant sobs of the miserable MockTurtle"
1003,"So she sat on, with closed eyes, and half believed herself inWonderland, though she knew she had but to open them again, and allwould change to dull reality—the grass would be only rustling in thewind, and the pool rippling to the waving of the reeds—the rattlingteacups would change to tinkling sheep-bells, and the Queen’s shrillcries to the voice of the shepherd boy—and the sneeze of the baby, theshriek of the Gryphon, and all the other queer noises, would change(she knew) to the confused clamour of the busy farm-yard—while thelowing of the cattle in the distance would take the place of the MockTurtle’s heavy sobs"
1004,"Lastly, she pictured to herself how this same little sister of herswould, in the after-time, be herself a grown woman; and how she wouldkeep, through all her riper years, the simple and loving heart of herchildhood: and how she would gather about her other little children,and make _their_ eyes bright and eager with many a strange tale,perhaps even with the dream of Wonderland of long ago: and how shewould feel with all their simple sorrows, and find a pleasure in alltheir simple joys, remembering her own child-life, and the happy summerdays"
1005,THE END *** END OF THE PROJECT GUTENBERG EBOOK ALICE’S ADVENTURES IN WONDERLAND ******** This file should be named 11-0
1006,txt or 11-0
1007,zip *****This and all associated files of various formats will be found in:    https://www
1008,gutenberg
1009,org/1/11/Updated editions will replace the previous one--the old editions willbe renamed
1010,Creating the works from print editions not protected by U
1011,S
1012," copyrightlaw means that no one owns a United States copyright in these works,so the Foundation (and you!) can copy and distribute it in theUnited States without permission and without paying copyrightroyalties"
1013," Special rules, set forth in the General Terms of Use partof this license, apply to copying and distributing ProjectGutenberg-tm electronic works to protect the PROJECT GUTENBERG-tmconcept and trademark"
1014," Project Gutenberg is a registered trademark,and may not be used if you charge for an eBook, except by followingthe terms of the trademark license, including paying royalties for useof the Project Gutenberg trademark"
1015," If you do not charge anything forcopies of this eBook, complying with the trademark license is veryeasy"
1016," You may use this eBook for nearly any purpose such as creationof derivative works, reports, performances and research"
1017, ProjectGutenberg eBooks may be modified and printed and given away--you maydo practically ANYTHING in the United States with eBooks not protectedby U
1018,S
1019, copyright law
